Ticker,Report Date,Fiscal Year,Fiscal Period,Adj. Open,Adj. Close,PeriodReturn,Altman Z-Score,Piotroski F-Score,Gross Profit Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Free Cash Flow to Net Income,Current Ratio,Debt Ratio,Earnings Per Share (Diluted),Sales Per Share,Equity Per Share,Free Cash Flow Per Share,Return On Invested Capital,Cash Return On Invested Capital,Dividend Payout Ratio,Net Debt / EBITDA,Net Debt / EBIT
BEN,2015-09-30,2015,Q4,36.91,25.01,-0.0068,4.49,5,0.82058,0.38323,0.19116,0.03032,0.02193,1.15126,28.3513,0.13186,0.58963,3.08495,19.49457,0.67893,0.03271,0.02993,0.25796,-10.20208,-8.62594
BEN,2015-12-31,2016,Q1,36.78,24.84,0.0652,4.63,4,0.80423,0.37179,0.25472,0.03806,0.02772,0.61616,17.24918,0.13138,0.74921,2.94177,19.71419,0.46171,0.03959,0.02025,0.20433,-9.05937,-9.37262
BEN,2016-03-31,2016,Q2,39.11,26.46,-0.1406,4.74,5,0.76858,0.33292,0.22331,0.03066,0.02268,0.32845,31.50559,0.1364,0.61386,2.7494,20.05179,0.20166,0.03479,0.0088,0.298,-10.44879,-10.91163
BEN,2016-06-30,2016,Q3,32.51,22.74,0.0717,4.71,5,0.80026,0.36431,0.27314,0.03791,0.0279,1.59009,30.34084,0.1354,0.77112,2.82311,20.35257,1.22614,0.04093,0.05262,0.23678,-8.90098,-10.18665
BEN,2016-09-30,2016,Q4,35.09,24.37,0.1966,4.84,6,0.80223,0.35947,0.2929,0.03962,0.02933,1.11362,27.52674,0.12945,0.82607,2.81931,20.87773,0.91961,0.04238,0.03867,0.2205,-9.55112,-11.08126
BEN,2017-03-31,2017,Q2,41.95,29.16,0.0676,5.54,6,0.7838,0.34706,0.26284,0.03447,0.02444,0.36076,26.28952,0.09767,0.75045,2.85668,21.76263,0.27088,0.03613,0.01027,0.26931,-10.75233,-12.76677
BEN,2017-06-30,2017,Q3,44.95,31.13,-0.2506,5.92,4,0.78859,0.34959,0.25441,0.03306,0.02349,0.78997,25.12923,0.08153,0.73756,2.90165,22.29414,0.58318,0.03506,0.02173,0.27448,-10.84799,-13.02528
BEN,2018-12-31,2019,Q1,29.29,23.33,-0.003,5.01,6,0.74707,0.29153,0.19547,0.02836,0.01978,0.8714,5.25089,0.05244,0.54013,2.76602,19.09739,0.47114,0.0355,0.02143,0.44328,-15.85474,-14.38709
BEN,2019-09-30,2019,Q4,28.75,23.26,-0.0903,4.92,4,0.73445,0.26922,0.2108,0.03088,0.02108,0.22275,5.36673,0.05147,0.61403,2.91981,19.90056,0.13711,0.03747,0.00585,0.42787,-12.49215,-13.32219
BEN,2019-12-31,2020,Q1,25.69,21.16,-0.3478,4.54,6,0.71978,0.26843,0.2523,0.03485,0.02336,0.01708,5.27677,0.07438,0.70765,2.80817,20.37922,0.0121,0.0392,0.00049,0.37261,-10.12392,-13.00535
BEN,2020-03-31,2020,Q2,17.54,13.8,0.2565,3.55,7,0.72152,0.25923,0.06033,0.00798,0.00539,0.77693,5.83911,0.11048,0.16084,2.66775,20.14934,0.12504,0.01765,0.00508,1.70164,-33.98699,-12.97306
BEN,2020-06-30,2020,Q3,20.3,17.34,-0.004,3.64,6,0.66713,0.20024,0.25011,0.02871,0.0186,1.8962,6.39424,0.10798,0.59181,2.36766,20.62439,1.12287,0.03291,0.04272,0.46109,-17.82034,-22.73888
BEN,2020-09-30,2020,Q4,20.13,17.27,0.242,1.73,4,0.5705,0.06076,0.04628,0.00781,0.00389,4.5172,3.13533,0.24563,0.16043,3.47251,20.5998,0.72588,0.01232,0.02061,1.69962,3.96391,9.85181
BEN,2020-12-31,2021,Q1,24.7,21.45,0.1958,1.94,4,0.63636,0.20505,0.17307,0.03322,0.01627,0.80336,3.8979,0.26975,0.70226,4.06251,21.17878,0.56485,0.03247,0.01876,0.39039,2.02804,3.21159
BEN,2021-03-31,2021,Q2,29.18,25.65,0.0901,1.97,5,0.64734,0.21974,0.18387,0.03616,0.01746,0.64991,3.98993,0.26613,0.77776,4.23344,21.53598,0.50588,0.02741,0.01298,0.37192,2.06029,3.21142
BEN,2021-06-30,2021,Q3,31.75,27.96,-0.0622,1.77,4,0.64499,0.22003,0.20176,0.04033,0.01895,0.50024,4.02316,0.31129,0.89233,4.42726,22.15811,0.44684,0.02837,0.01072,0.32345,4.25598,5.92065
BEN,2021-09-30,2021,Q4,30.7,26.22,0.1365,1.79,7,0.65974,0.2437,0.30523,0.05935,0.02754,0.6952,3.50752,0.31334,1.3594,4.46103,22.95643,0.94661,0.03795,0.02177,0.21196,3.61063,5.49847
BEN,2021-12-31,2022,Q1,33.48,29.8,-0.1577,1.73,5,0.63975,0.25076,0.20378,0.03925,0.01813,0.33006,2.96429,0.32185,0.92546,4.54899,23.63039,0.30596,0.02731,0.00685,0.31575,4.3799,6.25769
BEN,2022-03-31,2022,Q2,28.31,25.1,-0.155,1.52,4,0.63738,0.22249,0.168,0.03036,0.01353,0.22438,1.24263,0.34711,0.7126,4.24867,23.56207,0.16015,0.02176,0.00343,0.42162,6.94853,8.53616
BEN,2022-06-30,2022,Q3,22.69,21.21,-0.0646,1.35,5,0.62385,0.19923,0.12622,0.02225,0.00929,3.14998,1.20762,0.34217,0.52273,4.14551,23.55857,1.64827,0.01636,0.03278,0.57176,11.04363,12.29184
BEN,2022-09-30,2022,Q4,22.07,19.84,0.2802,1.27,4,0.60529,0.17973,0.12001,0.02031,0.00829,3.57462,3.69519,0.33302,0.47335,3.94989,23.37462,1.69447,0.01517,0.03333,0.62742,12.5686,13.06679
BEN,2023-03-31,2023,Q2,26.51,25.4,0.0028,1.24,3,0.79288,0.14887,0.10077,0.01641,0.00668,-0.45594,3.81365,0.36161,0.3952,3.92745,24.11208,-0.18044,0.01316,-0.00335,0.78991,12.16005,21.74638
BEN,2023-06-30,2023,Q3,26.96,25.47,,1.17,4,0.57224,0.15993,0.11554,0.01907,0.00752,2.70598,3.63587,0.37531,0.46296,4.01264,24.34909,1.25456,0.01399,0.02264,0.67253,14.59732,22.10162
BG,2003-12-31,2003,Q4,32.93,21.81,0.2251,2.12,,0.06197,0.0344,0.01573,0.04214,0.01012,-7.99734,1.64775,0.34338,0.78954,63.7347,23.82783,-8.0168,0.01767,-0.12505,0.12981,10.77055,13.28201
BG,2004-03-31,2004,Q1,39.9,26.72,-0.0288,1.68,,0.0636,0.03258,0.0122,0.02887,0.00624,-11.01786,1.48454,0.3755,0.65,57.39,24.28,-7.7125,0.01042,-0.09801,0.17113,15.51261,19.74332
BG,2004-06-30,2004,Q2,38.49,25.95,0.0301,2.17,,0.07451,0.04567,0.01682,0.04029,0.01033,2.99952,1.82232,0.33364,1,64.1925,26.82643,3.23948,0.01854,0.0445,0.24976,8.74011,10.17763
BG,2004-09-30,2004,Q3,39.7,26.73,0.4299,2.37,,0.0843,0.04909,0.02774,0.05865,0.01684,6.40627,1.7691,0.26887,1.53,59.47253,28.1044,10.57034,0.03014,0.16422,0.17578,6.12267,7.13043
BG,2004-12-31,2004,Q4,57.05,38.22,-0.0526,1.94,5,0.07518,0.01453,0.01673,0.0311,0.00963,-3.49,1.72567,0.30082,0.88299,56.8517,30.563,-3.31846,0.0154,-0.04744,0.13321,19.09381,31.23538
BG,2005-03-31,2005,Q1,52.9,36.21,0.1792,1.89,,0.07063,0.03467,0.01798,0.02869,0.00887,-3.26092,1.77504,0.31973,0.82,48.94776,30.70122,-2.86961,0.01393,-0.03974,0.14286,12.6746,16.89947
BG,2005-06-30,2005,Q2,64.1,42.7,-0.1679,1.85,,0.07272,0.03134,0.01924,0.03037,0.0094,-2.12901,1.86902,0.32446,0.94,53.00389,33.56071,-2.17159,0.01801,-0.02743,0.39762,13.8373,18.95109
BG,2005-09-30,2005,Q3,51.63,35.53,0.0647,1.97,,0.06514,0.02833,0.02721,0.04232,0.01393,0.99246,1.80627,0.29829,1.41,56.232,36.162,1.51846,0.02333,0.01892,0.22374,13.417,18.72316
BG,2006-03-31,2006,Q1,55.08,37.83,-0.0957,1.96,4,0.05049,0.01013,0.01031,0.01288,0.00501,-2.13706,1.8472,0.27766,0.48,47.52155,38.03414,-1.04716,0.00922,-0.01504,0.31034,21.74074,51.49123
BG,2006-06-30,2006,Q2,49.55,34.21,1.3476,1.86,3,0.04799,0.01166,0.005,0.00661,0.00241,-15.21514,1.86156,0.29524,0.25,50.00833,37.83333,-3.80379,0.00512,-0.04871,0.6,22.74497,48.41429
BG,2007-12-31,2007,Q4,118.06,80.31,-0.2525,2.66,5,0.06222,0.02742,0.01844,0.02902,0.01046,-0.1956,1.6749,0.20677,1.82669,102.3023,52.43075,-0.36902,0.0208,-0.00337,0.20821,4.17672,10.4269
BG,2008-03-31,2008,Q1,89,60.03,0.2414,2.25,5,0.06953,0.03729,0.02165,0.0326,0.01142,-1.85668,1.5908,0.21115,2.09657,102.9847,55.58481,-4.14039,0.02181,-0.03493,0.15926,7.45201,9.1828
BG,2008-06-30,2008,Q2,107.93,74.52,-0.4122,2.59,4,0.10101,0.06899,0.05089,0.07717,0.02643,-0.48352,1.60613,0.20772,5.30523,118.1681,65.16726,-2.90753,0.04727,-0.02167,0.05472,4.18559,4.68819
BG,2008-09-30,2008,Q3,61.85,43.8,-0.1765,2.43,6,0.08171,0.05589,0.01453,0.02469,0.00873,9.24304,1.59443,0.17423,1.69745,121.66902,58.84877,16.34029,0.02501,0.14314,0.61496,5.29068,3.38452
BG,2008-12-31,2008,Q4,49.95,36.07,0.0984,1.41,3,0.04651,0.01279,-0.02102,-0.03098,-0.01137,-2.23941,1.6319,0.17711,-1.89849,90.00454,48.3868,4.23633,-0.00264,0.04053,-0.85439,-8.87141,18.42143
BG,2009-03-31,2009,Q1,55.95,39.62,0.0671,1.74,2,0.01468,-0.01729,-0.02327,-0.03016,-0.01177,2.2151,1.73994,0.20249,-1.75774,75.56063,45.6584,-3.89412,-0.01311,-0.03788,-0.23353,-58.99473,-20.03145
BG,2009-06-30,2009,Q2,61.42,42.28,0.0426,2.24,3,0.03747,0.00937,0.02665,0.0361,0.01344,-5.5486,1.68897,0.24074,2.28033,90.09553,53.74263,-13.32289,0.02151,-0.10663,0.11957,8.40528,46.2233
BG,2009-09-30,2009,Q3,61.86,44.08,0.0231,2.32,5,0.03036,-0.00053,0.02053,0.02438,0.01061,4.13284,1.87048,0.18655,1.61627,88.40312,62.35479,7.50244,0.01836,0.06136,0.2367,10.01027,-496.16667
BG,2009-12-31,2009,Q4,64.08,45.1,-0.031,2.08,5,0.03009,-0.00728,-0.00268,-0.00295,-0.00132,5.11018,1.89834,0.17923,-0.20822,77.7441,59.15733,-1.06593,0.00196,-0.00937,-2.06931,54.33144,-42.92105
BG,2010-03-31,2010,Q1,62.82,43.7,-0.1984,2.18,7,0.05268,0.01914,0.00425,0.00441,0.00195,11.00549,1.63905,0.18568,0.31142,73.83374,60.19466,3.4561,0.00572,0.02977,1.11364,13.79431,18.75758
BG,2010-06-30,2010,Q2,49.09,35.03,0.2075,4.61,6,0.03873,0.00091,0.1602,0.15042,0.07957,-0.67156,1.93171,0.17398,11.02549,76.19024,68.42126,-8.19671,0.11022,-0.07197,0.02844,0.42334,107.3
BG,2010-09-30,2010,Q3,61.57,42.3,0.1118,2.8,4,0.06105,0.03044,0.01655,0.0159,0.00835,-8.65546,1.73855,0.14502,1.30411,83.5383,73.61714,-11.9663,0.01493,-0.10181,0.26942,6.43777,8.4507
BG,2010-12-31,2010,Q4,65.33,47.03,0.1074,2.49,5,0.06518,0.03063,0.02293,0.02326,0.01123,-3.87914,1.58087,0.18772,1.88657,90.30281,81.76283,-8.03239,0.01974,-0.06635,0.15425,6.57841,8.55176
BG,2011-03-31,2011,Q1,73.03,52.08,-0.0436,2.44,6,0.0524,0.02419,0.01837,0.01709,0.00846,2.35516,1.69976,0.17709,1.43915,83.04121,81.95161,3.59267,0.0145,0.02812,0.21429,8.54967,13.13898
BG,2011-06-30,2011,Q2,68.79,49.81,-0.1512,2.76,4,0.04466,0.01822,0.02119,0.02233,0.01158,-2.33069,1.8728,0.18953,1.96572,98.36942,86.01892,-4.85819,0.01884,-0.03919,0.12052,8.22732,17.00848
BG,2011-09-30,2011,Q3,58.16,42.28,0.272,2.64,6,0.04521,0.01998,0.00845,0.01097,0.0053,6.43663,1.76082,0.20224,0.89412,106.45972,74.90903,5.79226,0.01069,0.05158,0.33333,10.94949,12.75962
BG,2012-12-31,2012,Q4,71.96,53.78,0.0563,1.91,5,0.03228,0.0088,-0.0358,-0.05402,-0.02236,-3.25081,1.4933,0.32583,-4.17138,116.52528,69.55957,13.56037,-0.03319,0.11689,-0.07705,-18.53016,34.38362
BG,2013-09-30,2013,Q3,75.6,56.81,0.0855,1.92,4,0.0468,0.02081,-0.01122,-0.01597,-0.00579,-7.03459,1.37737,0.37424,-1.12984,99.76982,63.40721,7.87726,-0.00695,0.07199,-0.32121,8.02218,14.48123
BG,2013-12-31,2013,Q4,82.14,61.67,-0.0279,2.22,6,0.04947,0.02241,0.00702,0.01136,0.00429,8.72342,1.41779,0.3399,0.76698,110.87426,62.06927,6.79257,0.01131,0.06796,0.45217,6.49771,10.1251
BG,2014-03-31,2014,Q1,79.37,59.95,-0.045,1.77,1,0.03076,0.00357,-0.00201,-0.00267,-0.00098,45.20765,1.45666,0.33534,-0.18305,91.26248,61.96709,-8.27543,0.00163,-0.07644,-1.96296,23.69658,108.01287
BG,2014-06-30,2014,Q2,76.09,57.25,0.1183,2.4,6,0.04722,0.02388,0.0162,0.02608,0.01046,0.29342,1.60663,0.33575,1.75439,114.64575,64.7131,0.54486,0.01974,0.00486,0.19118,8.38572,12.7983
BG,2014-09-30,2014,Q3,84.02,64.02,0.0834,2.26,7,0.05257,0.02311,0.02077,0.02958,0.01176,6.14274,1.42895,0.28553,1.84189,93.97484,59.2943,11.98762,0.02484,0.12708,0.2007,6.79626,11.13209
BG,2014-12-31,2014,Q4,92.03,69.36,-0.0903,2.29,5,0.05253,0.01247,-0.00469,-0.0071,-0.00289,0.66035,1.50287,0.24283,-0.42629,91.03808,53.36644,-0.2817,-0.00023,-0.00316,-0.95161,10.0858,19.80485
BG,2015-03-31,2015,Q1,81.4,63.1,0.07,2.49,7,0.0657,0.03507,0.02304,0.03336,0.01347,0.76573,1.44835,0.22837,1.6188,74.43964,44.8112,1.31344,0.02613,0.01623,0.23293,6.71587,8.84227
BG,2015-06-30,2015,Q2,88.41,67.52,-0.161,2.06,4,0.04962,0.01614,0.00668,0.00939,0.00371,-9.90061,1.43754,0.24914,0.49783,75.01738,46.71366,-4.95972,0.00976,-0.05353,0.80556,21.49823,23.98846
BG,2015-09-30,2015,Q3,73.09,56.65,-0.0632,2.45,6,0.06923,0.03596,0.02128,0.03418,0.01242,3.44824,1.40832,0.22954,1.50862,75.0692,40.15037,5.5081,0.02666,0.07234,0.27074,6.1907,9.04533
BG,2015-12-31,2015,Q4,68.55,53.07,-0.1639,2.38,4,0.0633,0.02864,0.01693,0.02811,0.01049,-1.63275,1.48719,0.26631,1.24883,77.96602,40.37664,-2.15509,0.0227,-0.0269,0.3776,8.26477,11.95533
BG,2016-03-31,2016,Q1,56.33,44.37,0.0503,2.04,6,0.06954,0.03432,0.0249,0.0317,0.01172,-0.14872,1.61069,0.26989,1.48781,63.20606,43.11567,-0.23405,0.02207,-0.00257,0.27928,9.78061,14.20957
BG,2016-06-30,2016,Q2,59.15,46.6,0.0079,1.81,5,0.05028,0.02153,0.01034,0.01485,0.00493,-8.5147,1.34445,0.29975,0.77988,75.61333,46.1671,-6.65752,0.01529,-0.08298,0.56881,15.17749,24.60492
BG,2016-09-30,2016,Q3,58.24,46.97,0.3547,2.14,6,0.04867,0.02031,0.01015,0.01594,0.00579,9.5331,1.4398,0.26955,0.829,81.918,45.84626,7.93033,0.01463,0.08842,0.57759,12.5423,20.54343
BG,2017-03-31,2017,Q1,79.4,63.63,-0.0531,2.01,4,0.04136,0.00737,0.00351,0.00511,0.00189,-5.86223,1.39369,0.25195,0.2768,79.57651,48.21387,-1.63594,0.00822,-0.01774,1.71795,15.68627,52.97751
BG,2017-06-30,2017,Q2,74.11,60.25,-0.2529,2.01,3,0.03049,0.00249,0.00618,0.00968,0.00352,-12.04197,1.50183,0.28428,0.5092,82.90261,46.53795,-6.17247,0.01039,-0.06435,0.94444,20.62482,170.8189
BG,2018-12-31,2018,Q4,53.05,45.01,0.0898,1.86,4,0.03656,0.00459,-0.00641,-0.01159,-0.00381,-24.99838,1.54322,0.27655,-0.54728,81.80458,38.85771,13.11,0.00045,0.13782,-1.08108,54.83026,94.01887
BG,2019-09-30,2019,Q3,56.51,49.05,0.0255,0.39,2,-0.09474,-0.12661,-0.14492,-0.33464,-0.08028,0.22979,1.46913,0.38542,-10.57068,72.92189,26.63136,-2.42838,-0.11064,-0.02684,-0.05281,-4.99332,-4.92145
BG,2019-12-31,2019,Q4,57.12,50.3,-0.2807,1.8,5,0.05295,0.01753,-0.00631,-0.01128,-0.00371,-5.27291,1.5539,0.31386,-0.47887,76.09489,36.85835,2.53032,0.00091,0.02713,-1.17647,155.47132,28.72487
BG,2020-03-31,2020,Q1,39.71,36.18,0.0171,1.35,1,0.01897,-0.01319,-0.02257,-0.04257,-0.01113,2.38124,1.38369,0.307,-1.45713,64.64452,29.40117,-3.47372,-0.011,-0.04235,-0.38164,-90.42467,-43.23583
BG,2020-06-30,2020,Q2,40.85,36.8,0.1231,2.17,5,0.11678,0.08022,0.05411,0.10046,0.02759,-2.21168,1.52988,0.36424,3.40872,66.83841,31.10226,-7.99901,0.046,-0.08798,0.15625,7.13948,8.11775
BG,2020-09-30,2020,Q3,45.22,41.33,0.4471,1.75,6,0.05926,0.02461,0.02618,0.04993,0.01281,-2.7441,1.51153,0.35427,1.79064,72.74983,33.20612,-5.22713,0.0254,-0.05391,0.29323,14.48565,27.07745
BG,2020-12-31,2020,Q4,65.14,59.81,0.2165,2.07,5,0.07169,0.04274,0.04362,0.09046,0.02325,-2.80821,1.47301,0.34259,3.69299,90.28599,38.51295,-11.05852,0.04213,-0.10344,0.14364,8.74854,13.74142
BG,2021-03-31,2021,Q1,80.25,72.76,-0.0085,2.39,6,0.0885,0.06759,0.0635,0.12391,0.03355,-1.26223,1.52425,0.3201,5.46437,92.35271,42.37494,-7.40202,0.05776,-0.06652,0.09599,5.65153,8.30613
BG,2021-06-30,2021,Q2,79.29,72.14,0.0477,2.1,4,0.04321,0.02391,0.02294,0.04921,0.01407,-1.5016,1.7009,0.3188,2.34377,109.6675,46.27255,-3.77693,0.02645,-0.03246,0.2238,12.28115,19.27976
BG,2021-09-30,2021,Q3,81.02,75.58,0.1614,2.37,6,0.06106,0.0379,0.04569,0.0845,0.02675,-0.48352,1.69423,0.30399,4.21569,100.52106,48.45546,-2.22067,0.04448,-0.01908,0.12713,6.96542,11.76822
BG,2021-12-31,2021,Q4,91.67,87.78,0.1931,2.31,3,0.0413,0.02104,0.01331,0.02895,0.00932,-6.36377,1.76534,0.28633,1.45098,118.79243,49.69444,-10.05963,0.02013,-0.09322,0.37387,11.79035,15.38455
BG,2022-03-31,2022,Q1,109.34,104.73,-0.1778,2.32,2,0.07582,0.05642,0.04332,0.08019,0.02395,-4.01246,1.50722,0.25818,4.52632,112.57827,60.83339,-19.57054,0.04552,-0.16319,0.11919,6.77857,7.55024
BG,2022-06-30,2022,Q2,91.42,86.11,-0.0838,2.18,2,0.04305,0.02442,0.01149,0.02353,0.00751,-9.24552,1.50614,0.27353,1.34096,118.19255,57.55073,-12.55266,0.01638,-0.10907,0.38835,14.30925,14.85748
BG,2022-09-30,2022,Q3,83.21,78.89,0.1714,2.55,3,0.05299,0.03288,0.02267,0.04365,0.01533,-1.88341,1.62724,0.24746,2.46637,110.40208,57.34531,-4.71474,0.02959,-0.04468,0.24737,7.28639,9.23418
BG,2023-03-31,2023,Q1,95.99,92.41,-0.0052,2.58,6,0.07705,0.05402,0.04123,0.06364,0.02331,1.19736,1.82936,0.24412,4.21333,102.16327,66.35147,5.04372,0.0411,0.04284,0.14873,3.37074,4.30676
BG,2023-06-30,2023,Q2,93.31,91.93,,2.85,5,0.0907,0.06279,0.04133,0.05474,0.02419,-1.32793,2.07454,0.22744,4.09211,99.91523,75.47842,-5.48389,0.03878,-0.04474,0.15113,4.29876,4.78095
BIIB,2009-09-30,2009,Q3,50.89,50.52,0.059,4.38,7,0.91657,0.34286,0.2478,0.04208,0.03076,0.80945,3.56581,0.12201,0.95405,3.87834,22.71998,0.77792,0.03595,0.0291,,-0.62873,-0.79749
BIIB,2009-12-31,2009,Q4,53.81,53.5,0.0727,4.44,8,0.91154,0.34016,0.27118,0.04881,0.03574,0.74157,3.46965,0.12862,1.06581,3.96587,21.89223,0.79754,0.04128,0.03061,,-0.33295,-0.42714
BIIB,2010-03-31,2010,Q1,57.5,57.39,-0.1732,4.14,7,0.91247,0.27391,0.1961,0.03654,0.02646,1.3734,3.53057,0.13329,0.79736,4.10808,21.89289,1.10637,0.03101,0.04258,,-0.1482,-0.18885
BIIB,2010-06-30,2010,Q2,48.51,47.45,0.1827,4.09,,0.91178,0.32644,0.24197,0.05631,0.03911,1.29922,2.98446,0.14393,1.12146,4.66535,19.89246,1.46666,0.04767,0.06193,,0.22273,0.27824
BIIB,2010-09-30,2010,Q3,55.71,56.12,0.1948,3.58,7,0.91842,0.16501,0.21612,0.05012,0.03437,1.53152,2.58482,0.14607,1.04871,4.9019,20.97311,1.62251,0.04297,0.06582,,0.89218,1.31678
BIIB,2010-12-31,2010,Q4,66.83,67.05,0.0957,3.68,6,0.91772,0.55365,0.1971,0.04409,0.02969,1.58855,2.41917,0.14872,0.98964,5.08999,22.53201,1.59368,0.03624,0.05756,,-0.00923,-0.00624
BIIB,2011-03-31,2011,Q1,71.95,73.47,0.4553,3.9,7,0.91431,0.36072,0.24459,0.05187,0.03549,0.71466,2.68512,0.14474,1.20356,4.98204,23.20217,0.87087,0.04155,0.02969,,-0.05339,-0.06486
BIIB,2011-06-30,2011,Q2,109.16,106.92,-0.1288,4.02,,0.91685,0.34172,0.23831,0.04756,0.03341,1.305,2.81729,0.1386,1.17581,4.98668,24.66034,1.55084,0.0403,0.05259,,-0.26519,-0.31906
BIIB,2011-09-30,2011,Q3,93.69,93.15,0.5713,4.36,7,0.9057,0.3762,0.26858,0.05644,0.03997,1.39249,3.20472,0.12089,1.43388,5.39327,25.6467,2.01708,0.04889,0.06808,,-0.79134,-0.92424
BIIB,2012-12-31,2012,Q4,145.84,146.37,0.6449,3.88,6,0.90562,0.30612,0.20602,0.04195,0.02884,1.47868,1.9575,0.11261,1.22544,5.99461,29.43114,1.8262,0.0351,0.0519,,-1.16478,-1.3015
BIIB,2013-09-30,2013,Q3,242,240.76,0.1612,5.76,7,0.8716,0.37066,0.26678,0.06001,0.04334,1.21216,1.74073,0.06207,2.04581,7.70987,34.27297,2.49322,0.05487,0.06651,,0.03547,0.04367
BIIB,2013-12-31,2013,Q4,279.93,279.57,0.0941,5.94,7,0.86849,0.33203,0.2326,0.05304,0.03854,1.72879,1.81139,0.05023,1.92287,8.32251,36.49413,3.34668,0.05029,0.08695,,-0.82235,-0.96029
BIIB,2014-03-31,2014,Q1,296.11,305.87,0.0309,6.43,5,0.86888,0.31304,0.22536,0.05251,0.03924,0.10482,2.21109,0.04861,2.01832,8.99388,38.58408,0.21245,0.04964,0.0052,,-0.77026,-0.99844
BIIB,2014-06-30,2014,Q2,317.16,315.31,0.0492,7.33,9,0.87946,0.40837,0.29507,0.0747,0.05531,1.29712,2.04788,0.04563,3.00971,10.23005,40.39417,3.9155,0.0734,0.09521,,-0.84582,-0.99469
BIIB,2014-09-30,2014,Q3,330.23,330.81,0.0261,7.9,9,0.8795,0.4375,0.34118,0.08215,0.06253,0.99208,2.25291,0.04285,3.61543,10.63271,44.14774,3.59896,0.08163,0.08098,,-0.96661,-1.15962
BIIB,2014-12-31,2014,Q4,343.92,339.45,0.2439,7.76,9,0.88744,0.44023,0.33461,0.08171,0.06173,0.90231,2.04454,0.04076,3.73449,11.19394,45.82026,3.37966,0.08317,0.07505,,-0.99386,-1.08559
BIIB,2015-03-31,2015,Q1,430.16,422.24,-0.0433,7.65,7,0.87773,0.4406,0.32197,0.07049,0.05405,0.77386,2.70209,0.03837,3.49151,10.87191,49.64583,2.70885,0.06916,0.05352,,-1.2838,-1.39297
BIIB,2015-06-30,2015,Q2,403.55,403.94,-0.2776,7.83,8,0.88961,0.47498,0.35783,0.07376,0.05534,0.98933,2.1985,0.03458,3.93466,11.01445,53.43212,3.89929,0.07594,0.07513,,-1.35218,-1.45346
BIIB,2015-09-30,2015,Q3,283.98,291.81,0.0498,2.37,5,0.8884,0.49393,0.34764,0.09139,0.04659,0.68248,3.51974,0.31524,4.15176,11.96339,45.53284,2.83839,0.06038,0.04121,,0.47071,0.5043
BIIB,2015-12-31,2015,Q4,306.1,306.35,-0.1503,2.25,5,0.88314,0.453,0.29289,0.0887,0.04264,1.25809,2.59933,0.3346,3.7646,12.88833,42.54562,4.74909,0.0556,0.06995,,2.24061,2.40849
BIIB,2016-03-31,2016,Q1,255.07,260.32,-0.0711,2.34,5,0.88521,0.5099,0.35606,0.09401,0.04696,0.88727,2.59357,0.31635,4.42727,12.45683,47.17588,3.93537,0.06233,0.0553,,1.99782,2.12536
BIIB,2016-06-30,2016,Q2,239.31,241.82,0.2945,2.54,4,0.87205,0.50829,0.36273,0.09206,0.04879,0.81965,2.9599,0.30412,4.78487,13.20949,52.04838,3.92729,0.06196,0.05079,,1.67228,1.86683
BIIB,2016-09-30,2016,Q3,306.59,313.03,-0.1265,2.56,5,0.85896,0.48813,0.34945,0.08526,0.04673,0.68476,3.23711,0.29561,4.70784,13.50297,55.35633,3.23109,0.05844,0.04002,,1.43845,1.53764
BIIB,2017-03-31,2017,Q1,269.3,273.42,-0.0075,2.5,4,0.86317,0.36813,0.26598,0.06519,0.03527,-1.1083,2.2923,0.30733,3.46271,13.03664,53.24212,-3.84307,0.04446,-0.04927,,2.33147,3.51213
BIIB,2017-06-30,2017,Q2,273.7,271.36,0.1089,2.41,6,0.88104,0.43601,0.28028,0.07455,0.03965,0.98304,2.10335,0.29937,4.06598,14.52761,54.67296,4.00267,0.05187,0.05099,,2.62261,2.69774
BIIB,2018-12-31,2018,Q4,294.56,300.92,-0.2263,2.62,8,0.86147,0.43149,0.2685,0.07265,0.03744,1.76268,2.3188,0.23475,4.72691,17.65799,65.29594,8.35707,0.04883,0.08608,,1.35044,1.57633
BIIB,2019-09-30,2019,Q3,230.28,232.82,0.2745,2.76,6,0.88056,0.48085,0.4294,0.11049,0.05625,1.04068,1.9061,0.2316,8.39251,19.56576,76.06467,8.74341,0.06947,0.0723,,0.893,1.11373
BIIB,2019-12-31,2019,Q4,295.28,296.73,0.0662,2.53,7,0.87822,0.47427,0.39215,0.10793,0.05286,1.17877,1.7233,0.23381,8.0882,20.68338,75.17296,9.56102,0.05952,0.07017,,1.04569,1.0864
BIIB,2020-03-31,2020,Q1,313.48,316.38,-0.1543,2.53,8,0.87146,0.53484,0.39586,0.1116,0.05357,0.86367,1.72621,0.24411,8.08261,20.45312,72.60938,6.99284,0.06852,0.05918,,1.34846,1.33072
BIIB,2020-06-30,2020,Q2,260.95,267.55,0.0603,2.45,7,0.88834,0.53903,0.41887,0.1366,0.06045,1.19696,2.46404,0.30716,9.58421,22.92403,70.41532,11.49336,0.08026,0.09607,,1.58245,1.76797
BIIB,2020-09-30,2020,Q3,283.87,283.68,-0.1368,1.8,5,0.86698,0.3132,0.20778,0.06529,0.02813,1.56481,2.0618,0.31429,4.46247,21.51753,68.56915,6.99626,0.03898,0.061,,3.73363,4.02568
